Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Death,Total Confirmed cases
2020-06-07,Rajasthan,10329,2,7501,231,10331
2020-06-07,Sikkim,7,0,0,0,7
2020-06-07,Tamil Nadu,30146,6,16395,251,30152
2020-06-07,Telengana,3486,10,1710,123,3496
2020-06-07,Tripura,747,0,173,0,747
2020-06-07,Uttarakhand,1302,1,423,11,1303
2020-06-07,Uttar Pradesh,9732,1,5648,257,9733
2020-06-07,West Bengal,7738,0,3119,383,7738
2020-06-08,Andaman and Nicobar Islands,33,0,33,0,33
2020-06-08,Andhra Pradesh,4708,0,2682,75,4708
2020-06-08,Arunachal Pradesh,51,0,1,0,51
2020-06-08,Assam,2565,0,615,4,2565
2020-06-08,Bihar,5088,0,2480,30,5088
2020-06-08,Chandigarh,314,0,273,5,314
2020-06-08,Chhattisgarh,1073,0,283,4,1073
2020-06-08,Dadar Nagar Haveli,20,0,2,0,20
2020-06-08,Delhi,28935,1,10999,812,28936
2020-06-08,Goa,299,1,65,0,300
2020-06-08,Gujarat,20069,1,13635,1249,20070
2020-06-08,Haryana,4434,14,2134,28,4448
2020-06-08,Himachal Pradesh,413,0,224,5,413
2020-06-08,Jammu and Kashmir,4087,0,1216,41,4087
2020-06-08,Jharkhand,1099,0,490,7,1099
2020-06-08,Karnataka,5452,0,2132,61,5452
2020-06-08,Kerala,1906,8,803,15,1914
2020-06-08,Ladakh,103,0,50,1,103
2020-06-08,Madhya Pradesh,9401,0,6331,412,9401
2020-06-08,Maharashtra,85972,3,39314,3060,85975
2020-06-08,Manipur,172,0,52,0,172
2020-06-08,Meghalaya,36,0,13,1,36
2020-06-08,Mizoram,34,0,1,0,34
2020-06-08,Nagaland,118,0,8,0,118
2020-06-08,Odisha,2856,0,1894,9,2856
2020-06-08,Puducherry,99,0,36,0,99
2020-06-08,Punjab,2608,0,2106,51,2608
2020-06-08,Rajasthan,10597,2,7641,240,10599
2020-06-08,Sikkim,7,0,0,0,7
2020-06-08,Tamil Nadu,31661,6,16999,269,31667
2020-06-08,Telengana,3640,10,1710,137,3650
2020-06-08,Tripura,800,0,192,0,800
2020-06-08,Uttarakhand,1354,1,528,13,1355
2020-06-08,Uttar Pradesh,10535,1,6185,275,10536
2020-06-08,West Bengal,8187,0,3303,396,8187
2020-06-09,Andaman and Nicobar Islands,33,0,33,0,33
2020-06-09,Andhra Pradesh,4851,0,2745,75,4851
2020-06-09,Arunachal Pradesh,51,0,1,0,51
2020-06-09,Assam,2776,0,665,4,2776
2020-06-09,Bihar,5202,0,2499,31,5202
2020-06-09,Chandigarh,317,0,273,5,317
2020-06-09,Chhattisgarh,1160,0,308,4,1160
2020-06-09,Dadar Nagar Haveli,22,0,2,0,22
2020-06-09,Delhi,29942,1,11357,874,29943
2020-06-09,Goa,329,1,67,0,330
2020-06-09,Gujarat,20544,1,13956,1280,20545
2020-06-09,Haryana,4840,14,2134,39,4854
2020-06-09,Himachal Pradesh,421,0,227,5,421
2020-06-09,Jammu and Kashmir,4285,0,1324,45,4285
2020-06-09,Jharkhand,1256,0,519,7,1256
2020-06-09,Karnataka,5760,0,2519,64,5760
2020-06-09,Kerala,1997,8,814,16,2005
2020-06-09,Ladakh,103,0,52,1,103
2020-06-09,Madhya Pradesh,9638,0,6536,414,9638
2020-06-09,Maharashtra,88525,3,40975,3169,88528
2020-06-09,Manipur,272,0,58,0,272
2020-06-09,Meghalaya,36,0,13,1,36
2020-06-09,Mizoram,42,0,1,0,42
2020-06-09,Nagaland,123,0,8,0,123
2020-06-09,Odisha,2994,0,1993,9,2994
2020-06-09,Puducherry,127,0,52,0,127
2020-06-09,Punjab,2663,0,2128,53,2663
2020-06-09,Rajasthan,10761,2,8004,246,10763
2020-06-09,Sikkim,7,0,0,0,7
2020-06-09,Tamil Nadu,33223,6,17527,286,33229
2020-06-09,Telengana,3732,10,1809,142,3742
2020-06-09,Tripura,838,0,192,0,838
2020-06-09,Uttarakhand,1410,1,714,13,1411
2020-06-09,Uttar Pradesh,10946,1,6344,283,10947
2020-06-09,West Bengal,8613,0,3465,405,8613
2020-06-10,Andaman and Nicobar Islands,33,0,33,0,33
2020-06-10,Andhra Pradesh,5070,0,2802,77,5070
2020-06-10,Arunachal Pradesh,57,0,1,0,57
2020-06-10,Assam,2937,0,1085,4,2937
2020-06-10,Bihar,5459,0,2864,32,5459
2020-06-10,Chandigarh,323,0,286,5,323
2020-06-10,Chhattisgarh,1240,0,386,6,1240
2020-06-10,Dadar Nagar Haveli,22,0,2,0,22
2020-06-10,Delhi,31308,1,11861,905,31309
2020-06-10,Goa,358,1,67,0,359
2020-06-10,Gujarat,21013,1,14365,1313,21014
2020-06-10,Haryana,5195,14,2134,45,5209
2020-06-10,Himachal Pradesh,445,0,249,5,445
2020-06-10,Jammu and Kashmir,4346,0,1506,48,4346
2020-06-10,Jharkhand,1411,0,559,8,1411
2020-06-10,Karnataka,5921,0,2604,66,5921
2020-06-10,Kerala,2088,8,848,16,2096
2020-06-10,Ladakh,108,0,52,1,108
2020-06-10,Madhya Pradesh,9849,0,6729,420,9849
2020-06-10,Maharashtra,90784,3,42638,3289,90787
2020-06-10,Manipur,304,0,61,0,304
2020-06-10,Meghalaya,43,0,13,1,43
2020-06-10,Mizoram,88,0,1,0,88
2020-06-10,Nagaland,127,0,10,0,127
2020-06-10,Odisha,3140,0,2133,9,3140
2020-06-10,Puducherry,127,0,52,0,127
2020-06-10,Punjab,2719,0,2167,55,2719
2020-06-10,Rajasthan,11243,2,8328,255,11245
2020-06-10,Sikkim,13,0,0,0,13
2020-06-10,Tamil Nadu,34908,6,18325,307,34914
2020-06-10,Telengana,3910,10,1809,148,3920
2020-06-10,Tripura,864,0,192,1,864
2020-06-10,Uttarakhand,1536,1,755,13,1537
2020-06-10,Uttar Pradesh,11334,1,6669,301,11335
2020-06-10,West Bengal,8985,0,3620,415,8985
